,account_id,district_id,frequency,start_date,end_date
2125,1629,10,"""POPLATEK MESICNE""",951102,1007289
2126,9353,59,"""POPLATEK MESICNE""",951103,1007289
2127,820,74,"""POPLATEK MESICNE""",951104,1007289
2128,3384,14,"""POPLATEK MESICNE""",951105,1007289
2129,257,11,"""POPLATEK MESICNE""",951105,1007270
2130,479,1,"""POPLATEK MESICNE""",951105,1007289
2131,3764,69,"""POPLATEK MESICNE""",951105,1007289
2132,155,58,"""POPLATEK MESICNE""",951107,1007289
2133,3945,50,"""POPLATEK MESICNE""",951107,1007179
2134,2157,77,"""POPLATEK MESICNE""",951108,1007289
2135,2051,64,"""POPLATEK TYDNE""",951108,1007289
2136,3061,76,"""POPLATEK MESICNE""",951108,1007289
2137,3111,60,"""POPLATEK MESICNE""",951108,1007289
2138,1691,48,"""POPLATEK MESICNE""",951108,1007289
2139,1044,14,"""POPLATEK MESICNE""",951109,1007289
2140,1945,56,"""POPLATEK MESICNE""",951109,1007289
2141,9790,52,"""POPLATEK MESICNE""",951109,1007289
2142,9928,60,"""POPLATEK MESICNE""",951109,1007289
2143,2580,60,"""POPLATEK MESICNE""",951109,1007289
2144,1599,57,"""POPLATEK MESICNE""",951110,1007289
2145,11079,16,"""POPLATEK MESICNE""",951110,1007289
2146,968,74,"""POPLATEK MESICNE""",951111,1007289
2147,810,46,"""POPLATEK MESICNE""",951111,1007289
2148,1760,53,"""POPLATEK MESICNE""",951111,1007289
2149,2550,67,"""POPLATEK MESICNE""",951111,1007289
2150,3572,65,"""POPLATEK MESICNE""",951112,1007289
2151,1030,57,"""POPLATEK MESICNE""",951112,1007289
2152,487,40,"""POPLATEK MESICNE""",951114,1007289
2153,3767,1,"""POPLATEK MESICNE""",951115,1007289
2154,348,25,"""POPLATEK MESICNE""",951115,1007289
2155,1867,52,"""POPLATEK MESICNE""",951115,1007289
2156,2516,6,"""POPLATEK MESICNE""",951116,1007289
2157,3303,1,"""POPLATEK MESICNE""",951117,1007289
2158,933,21,"""POPLATEK MESICNE""",951118,1007289
2159,3229,64,"""POPLATEK MESICNE""",951118,1007289
2160,1700,64,"""POPLATEK MESICNE""",951118,1007289
2161,2836,42,"""POPLATEK MESICNE""",951118,1007289
2162,338,49,"""POPLATEK MESICNE""",951118,1007289
2163,3148,33,"""POPLATEK MESICNE""",951119,1007289
2164,1357,56,"""POPLATEK MESICNE""",951120,1007289
2165,3772,7,"""POPLATEK MESICNE""",951120,1007289
2166,486,33,"""POPLATEK MESICNE""",951121,1007289
2167,1395,1,"""POPLATEK MESICNE""",951121,1007289
2168,1341,36,"""POPLATEK MESICNE""",951121,1007289
2169,9017,70,"""POPLATEK MESICNE""",951122,1007289
2170,10411,39,"""POPLATEK PO OBRATU""",951123,1007289
2171,2783,43,"""POPLATEK MESICNE""",951123,1007289
2172,2015,68,"""POPLATEK MESICNE""",951125,1007289
2173,2341,33,"""POPLATEK MESICNE""",951125,1007289
2174,565,39,"""POPLATEK MESICNE""",951125,1007289
2175,337,17,"""POPLATEK MESICNE""",951125,1007289
2176,3780,44,"""POPLATEK MESICNE""",951125,1007289
2177,557,1,"""POPLATEK MESICNE""",951126,1007289
2178,3490,48,"""POPLATEK MESICNE""",951126,1007268
2179,3973,20,"""POPLATEK MESICNE""",951127,1007289
2180,2043,46,"""POPLATEK MESICNE""",951127,1007289
2181,2003,32,"""POPLATEK MESICNE""",951127,1007289
2182,728,60,"""POPLATEK MESICNE""",951128,1007289
2183,3970,24,"""POPLATEK MESICNE""",951128,1007289
2184,8169,29,"""POPLATEK MESICNE""",951128,1007289
2185,452,63,"""POPLATEK MESICNE""",951129,1007289
2186,3783,40,"""POPLATEK MESICNE""",951129,1007289
2187,3189,29,"""POPLATEK MESICNE""",951129,1007289
2188,3689,8,"""POPLATEK MESICNE""",951129,1007289
2189,2803,58,"""POPLATEK MESICNE""",951201,1007289
2190,1901,15,"""POPLATEK MESICNE""",951201,1007289
2191,3525,70,"""POPLATEK MESICNE""",951201,1007289
2192,3320,1,"""POPLATEK MESICNE""",951201,1007289
2193,2851,17,"""POPLATEK MESICNE""",951202,1007289
2194,2309,18,"""POPLATEK MESICNE""",951203,1007289
2195,2437,1,"""POPLATEK MESICNE""",951204,1007289
2196,1825,3,"""POPLATEK MESICNE""",951205,1007289
2197,253,46,"""POPLATEK MESICNE""",951205,1007289
2198,474,61,"""POPLATEK MESICNE""",951206,1007289
2199,633,57,"""POPLATEK MESICNE""",951206,1007289
2200,2374,1,"""POPLATEK MESICNE""",951207,1007289
2201,1104,39,"""POPLATEK MESICNE""",951207,1007289
2202,2692,28,"""POPLATEK MESICNE""",951208,1007289
2203,6927,74,"""POPLATEK TYDNE""",951208,1007289
2204,924,11,"""POPLATEK MESICNE""",951209,1007289
2205,3305,13,"""POPLATEK MESICNE""",951209,1007289
2206,2237,26,"""POPLATEK MESICNE""",951213,1007289
2207,1917,73,"""POPLATEK MESICNE""",951213,1007289
2208,1685,28,"""POPLATEK MESICNE""",951213,1007267
2209,791,49,"""POPLATEK MESICNE""",951214,1007289
2210,3858,2,"""POPLATEK MESICNE""",951214,1007289
2211,5001,53,"""POPLATEK MESICNE""",951215,1007289
2212,1469,67,"""POPLATEK MESICNE""",951215,1007289
2213,3476,3,"""POPLATEK MESICNE""",951216,1007289
2214,8039,9,"""POPLATEK MESICNE""",951217,1007289
2215,3205,1,"""POPLATEK MESICNE""",951217,1007289
2216,5477,57,"""POPLATEK MESICNE""",951217,1007289
2217,1212,70,"""POPLATEK MESICNE""",951218,1007289
2218,2095,56,"""POPLATEK MESICNE""",951219,1007289
2219,1137,60,"""POPLATEK MESICNE""",951219,1007289
2220,2570,1,"""POPLATEK MESICNE""",951219,1007289
2221,3092,46,"""POPLATEK MESICNE""",951220,1007289
2222,5661,53,"""POPLATEK MESICNE""",951220,1007289
2223,809,36,"""POPLATEK MESICNE""",951220,1007289
2224,522,17,"""POPLATEK MESICNE""",951220,1007289
2225,2630,64,"""POPLATEK MESICNE""",951221,1007289
2226,957,70,"""POPLATEK MESICNE""",951222,1007289
2227,1682,49,"""POPLATEK MESICNE""",951222,1007289
2228,3587,64,"""POPLATEK MESICNE""",951224,1007289
2229,4269,26,"""POPLATEK MESICNE""",951224,1007289
2230,3338,25,"""POPLATEK MESICNE""",951224,1007289
2231,3655,1,"""POPLATEK MESICNE""",951224,1007289
2232,84,44,"""POPLATEK PO OBRATU""",951225,1007289
2233,4439,30,"""POPLATEK MESICNE""",951225,1007289
2234,4462,73,"""POPLATEK TYDNE""",951227,1007289
2235,3814,74,"""POPLATEK MESICNE""",951227,997075
2236,2780,63,"""POPLATEK MESICNE""",951229,1007289
2237,3273,74,"""POPLATEK MESICNE""",951229,1007289
2238,3559,18,"""POPLATEK MESICNE""",951230,1007289
2239,3968,36,"""POPLATEK MESICNE""",960101,1007289
2240,2159,1,"""POPLATEK MESICNE""",960101,1007289
2241,849,1,"""POPLATEK MESICNE""",960101,1007289
2242,2288,69,"""POPLATEK MESICNE""",960101,1007289
2243,3051,9,"""POPLATEK MESICNE""",960101,1007289
2244,946,21,"""POPLATEK MESICNE""",960101,1007289
2245,2075,33,"""POPLATEK MESICNE""",960101,1007289
2246,8931,63,"""POPLATEK TYDNE""",960101,1007289
2247,9225,11,"""POPLATEK MESICNE""",960101,1007289
2248,3278,4,"""POPLATEK MESICNE""",960102,1007289
2249,2811,4,"""POPLATEK MESICNE""",960102,1007289
2250,1670,12,"""POPLATEK MESICNE""",960102,1007289
2251,275,29,"""POPLATEK MESICNE""",960102,1007289
2252,1455,66,"""POPLATEK MESICNE""",960103,1007289
2253,1311,60,"""POPLATEK MESICNE""",960103,1007289
2254,6678,54,"""POPLATEK MESICNE""",960103,1007289
2255,145,31,"""POPLATEK MESICNE""",960103,1007289
2256,312,41,"""POPLATEK MESICNE""",960103,1007289
2257,2233,43,"""POPLATEK MESICNE""",960103,1007289
2258,3530,34,"""POPLATEK MESICNE""",960103,1007289
2259,7828,36,"""POPLATEK MESICNE""",960105,1007289
2260,9024,1,"""POPLATEK MESICNE""",960105,1007289
2261,1711,63,"""POPLATEK MESICNE""",960105,1007289
2262,2223,44,"""POPLATEK MESICNE""",960105,1007289
2263,646,51,"""POPLATEK MESICNE""",960106,1007289
2264,2548,57,"""POPLATEK MESICNE""",960106,1007289
2265,2567,17,"""POPLATEK MESICNE""",960107,1007289
2266,2153,31,"""POPLATEK TYDNE""",960107,1007289
2267,1243,1,"""POPLATEK MESICNE""",960107,1007289
2268,3238,47,"""POPLATEK MESICNE""",960107,1007289
2269,954,74,"""POPLATEK MESICNE""",960108,1007289
2270,9633,70,"""POPLATEK MESICNE""",960108,1007289
2271,2716,66,"""POPLATEK MESICNE""",960108,1007289
2272,1580,69,"""POPLATEK MESICNE""",960108,1007289
2273,1483,10,"""POPLATEK MESICNE""",960109,1007289
2274,1263,30,"""POPLATEK TYDNE""",960109,1007289
2275,3966,42,"""POPLATEK MESICNE""",960109,1007289
2276,3937,76,"""POPLATEK MESICNE""",960110,1007289
2277,1591,65,"""POPLATEK MESICNE""",960110,1007289
2278,658,4,"""POPLATEK MESICNE""",960110,1007289
2279,3638,52,"""POPLATEK PO OBRATU""",960110,1007289
2280,2605,21,"""POPLATEK MESICNE""",960110,1007289
2281,3661,50,"""POPLATEK MESICNE""",960111,1007289
2282,2686,26,"""POPLATEK MESICNE""",960111,1007289
2283,2944,22,"""POPLATEK MESICNE""",960111,1007289
2284,4994,1,"""POPLATEK TYDNE""",960111,1007289
2285,3949,54,"""POPLATEK MESICNE""",960111,1007289
2286,332,36,"""POPLATEK MESICNE""",960112,1007289
2287,69,64,"""POPLATEK MESICNE""",960112,1007289
2288,3673,30,"""POPLATEK MESICNE""",960112,1007289
2289,5267,4,"""POPLATEK MESICNE""",960112,1007289
2290,3170,1,"""POPLATEK MESICNE""",960112,1007289
2291,1632,18,"""POPLATEK TYDNE""",960113,1007289
2292,2143,1,"""POPLATEK MESICNE""",960113,1007289
2293,1227,69,"""POPLATEK MESICNE""",960113,1007289
2294,204,67,"""POPLATEK MESICNE""",960113,1007289
2295,1093,54,"""POPLATEK MESICNE""",960114,1007289
2296,1486,63,"""POPLATEK MESICNE""",960115,1007289
2297,4253,43,"""POPLATEK MESICNE""",960116,1007289
2298,1196,29,"""POPLATEK MESICNE""",960116,1007289
2299,3442,4,"""POPLATEK MESICNE""",960116,1007289
2300,9051,5,"""POPLATEK TYDNE""",960117,1007289
2301,3373,27,"""POPLATEK MESICNE""",960118,1007289
2302,1036,11,"""POPLATEK MESICNE""",960118,1007289
2303,3727,66,"""POPLATEK MESICNE""",960119,1007289
2304,2844,43,"""POPLATEK MESICNE""",960119,1007289
2305,10297,14,"""POPLATEK MESICNE""",960119,1007289
2306,3755,64,"""POPLATEK MESICNE""",960120,1007289
2307,1298,7,"""POPLATEK MESICNE""",960120,1007289
2308,1139,34,"""POPLATEK PO OBRATU""",960120,1007289
2309,660,68,"""POPLATEK MESICNE""",960120,1007289
2310,335,74,"""POPLATEK MESICNE""",960120,1007289
2311,412,74,"""POPLATEK MESICNE""",960121,1007289
2312,2863,14,"""POPLATEK MESICNE""",960121,1007289
2313,2274,66,"""POPLATEK MESICNE""",960121,1007289
2314,2522,36,"""POPLATEK MESICNE""",960121,1007289
2315,4981,54,"""POPLATEK MESICNE""",960122,1007289
2316,771,22,"""POPLATEK MESICNE""",960122,1007289
2317,3832,45,"""POPLATEK MESICNE""",960122,1007289
2318,1508,69,"""POPLATEK MESICNE""",960122,1007289
2319,3784,25,"""POPLATEK MESICNE""",960122,1007289
2320,9645,38,"""POPLATEK MESICNE""",960123,1007289
2321,3947,76,"""POPLATEK MESICNE""",960123,1007289
2322,2416,5,"""POPLATEK MESICNE""",960123,1007289
2323,2243,25,"""POPLATEK MESICNE""",960124,1007289
2324,3993,54,"""POPLATEK MESICNE""",960124,1007289
2325,2225,15,"""POPLATEK MESICNE""",960124,1007289
2326,1759,39,"""POPLATEK MESICNE""",960125,1007289
2327,2207,35,"""POPLATEK MESICNE""",960125,1007289
2328,3803,61,"""POPLATEK MESICNE""",960126,1007289
2329,2754,57,"""POPLATEK TYDNE""",960126,1007289
2330,3009,1,"""POPLATEK MESICNE""",960126,1007289
2331,314,15,"""POPLATEK PO OBRATU""",960126,1007289
2332,554,26,"""POPLATEK MESICNE""",960126,1007289
2333,2217,73,"""POPLATEK MESICNE""",960127,1007270
2334,262,75,"""POPLATEK MESICNE""",960127,1007170
2335,2214,45,"""POPLATEK MESICNE""",960127,1007289
2336,976,77,"""POPLATEK MESICNE""",960127,1007289
2337,1439,11,"""POPLATEK MESICNE""",960127,1007289
2338,417,73,"""POPLATEK MESICNE""",960127,1007289
2339,3084,59,"""POPLATEK TYDNE""",960128,1007289
2340,4204,21,"""POPLATEK MESICNE""",960129,1007188
2341,9504,9,"""POPLATEK MESICNE""",960129,1007289
2342,414,1,"""POPLATEK MESICNE""",960129,1007289
2343,4424,48,"""POPLATEK MESICNE""",960129,1007289
2344,3389,13,"""POPLATEK MESICNE""",960130,1007289
2345,2106,1,"""POPLATEK MESICNE""",960201,1007289
2346,355,62,"""POPLATEK TYDNE""",960201,1007289
2347,2702,74,"""POPLATEK MESICNE""",960201,1007289
2348,11054,59,"""POPLATEK TYDNE""",960201,1007289
2349,10558,40,"""POPLATEK MESICNE""",960201,1007289
2350,1859,50,"""POPLATEK MESICNE""",960202,1007289
2351,2109,34,"""POPLATEK MESICNE""",960202,1007289
2352,6512,34,"""POPLATEK TYDNE""",960203,1007289
2353,1963,42,"""POPLATEK MESICNE""",960203,1007289
2354,1977,41,"""POPLATEK MESICNE""",960203,1007289
2355,5181,75,"""POPLATEK MESICNE""",960203,1007289
2356,1791,1,"""POPLATEK MESICNE""",960203,1007289
2357,2635,27,"""POPLATEK MESICNE""",960204,1007289
2358,1623,1,"""POPLATEK MESICNE""",960204,1007289
2359,4293,64,"""POPLATEK PO OBRATU""",960204,1007289
2360,4851,52,"""POPLATEK MESICNE""",960204,1007289
2361,2774,42,"""POPLATEK MESICNE""",960205,1007289
2362,2469,11,"""POPLATEK MESICNE""",960205,1007289
2363,3931,28,"""POPLATEK MESICNE""",960205,1007289
2364,2348,65,"""POPLATEK MESICNE""",960205,1007289
2365,218,68,"""POPLATEK MESICNE""",960206,1007289
2366,804,64,"""POPLATEK MESICNE""",960206,1007289
2367,923,13,"""POPLATEK MESICNE""",960207,1007289
2368,1744,76,"""POPLATEK MESICNE""",960207,1007289
2369,2890,69,"""POPLATEK MESICNE""",960207,1007289
2370,1233,31,"""POPLATEK MESICNE""",960208,1007289
2371,2719,10,"""POPLATEK MESICNE""",960208,1007289
2372,516,6,"""POPLATEK MESICNE""",960208,1007289
2373,2551,5,"""POPLATEK MESICNE""",960208,1007289
2374,2499,2,"""POPLATEK MESICNE""",960208,1007289
2375,2893,39,"""POPLATEK MESICNE""",960208,1007289
2376,1922,60,"""POPLATEK MESICNE""",960209,1007289
2377,264,15,"""POPLATEK MESICNE""",960209,1007289
2378,3890,50,"""POPLATEK MESICNE""",960210,1007289
2379,6686,61,"""POPLATEK MESICNE""",960210,1007289
2380,3519,52,"""POPLATEK MESICNE""",960210,1007289
2381,3597,1,"""POPLATEK PO OBRATU""",960211,1007289
2382,1611,69,"""POPLATEK MESICNE""",960211,1007289
2383,2230,7,"""POPLATEK MESICNE""",960211,1007289
2384,3933,61,"""POPLATEK MESICNE""",960211,1007289
2385,2212,33,"""POPLATEK MESICNE""",960212,1007289
2386,1964,25,"""POPLATEK MESICNE""",960212,1007289
2387,4999,1,"""POPLATEK MESICNE""",960212,1007289
2388,8680,17,"""POPLATEK MESICNE""",960212,1007289
2389,1612,66,"""POPLATEK MESICNE""",960212,1007289
2390,2390,1,"""POPLATEK MESICNE""",960212,1007289
2391,2600,1,"""POPLATEK MESICNE""",960213,1007289
2392,1737,77,"""POPLATEK MESICNE""",960213,1007289
2393,2993,1,"""POPLATEK TYDNE""",960213,1007289
2394,2753,26,"""POPLATEK MESICNE""",960213,1007289
2395,2409,76,"""POPLATEK MESICNE""",960213,1007289
2396,949,58,"""POPLATEK MESICNE""",960213,1007289
2397,3468,32,"""POPLATEK MESICNE""",960214,1007289
2398,3979,37,"""POPLATEK MESICNE""",960214,1007289
2399,296,49,"""POPLATEK MESICNE""",960214,1007289
2400,1836,42,"""POPLATEK MESICNE""",960215,1007289
2401,1111,5,"""POPLATEK MESICNE""",960216,1007289
2402,3680,27,"""POPLATEK MESICNE""",960216,1007289
2403,1916,72,"""POPLATEK MESICNE""",960216,1007289
2404,2473,14,"""POPLATEK MESICNE""",960216,1007289
2405,390,44,"""POPLATEK MESICNE""",960216,1007289
2406,3439,16,"""POPLATEK MESICNE""",960216,1007289
2407,7594,16,"""POPLATEK MESICNE""",960216,1007289
2408,3578,1,"""POPLATEK MESICNE""",960217,1007289
2409,2226,2,"""POPLATEK MESICNE""",960217,1007289
2410,466,71,"""POPLATEK MESICNE""",960218,1007262
2411,3335,35,"""POPLATEK MESICNE""",960218,1007289
2412,620,26,"""POPLATEK MESICNE""",960218,1007262
2413,2074,12,"""POPLATEK MESICNE""",960218,1007289
2414,1380,53,"""POPLATEK MESICNE""",960219,1007289
2415,2304,49,"""POPLATEK MESICNE""",960219,1007289
2416,3754,37,"""POPLATEK TYDNE""",960219,1007289
2417,1102,70,"""POPLATEK MESICNE""",960219,1007289
2418,55,20,"""POPLATEK MESICNE""",960219,1007289
2419,2403,25,"""POPLATEK MESICNE""",960220,1007289
2420,1732,51,"""POPLATEK MESICNE""",960220,1007289
2421,3721,22,"""POPLATEK MESICNE""",960221,1007289
2422,184,77,"""POPLATEK MESICNE""",960221,1007289
2423,691,24,"""POPLATEK MESICNE""",960221,1007289
2424,10233,27,"""POPLATEK MESICNE""",960221,1007289
2425,3358,44,"""POPLATEK MESICNE""",960221,1007289
2426,4,12,"""POPLATEK MESICNE""",960221,1007289
2427,3151,6,"""POPLATEK MESICNE""",960221,1007289
2428,2017,54,"""POPLATEK MESICNE""",960221,1007289
2429,2804,53,"""POPLATEK MESICNE""",960222,1007289
2430,1310,1,"""POPLATEK MESICNE""",960222,1007289
2431,3016,26,"""POPLATEK MESICNE""",960223,1007289
2432,827,36,"""POPLATEK MESICNE""",960223,1007289
2433,959,1,"""POPLATEK MESICNE""",960223,1007289
2434,1585,42,"""POPLATEK MESICNE""",960223,1007289
2435,590,50,"""POPLATEK MESICNE""",960224,1007289
2436,3924,70,"""POPLATEK MESICNE""",960224,1007289
2437,2772,11,"""POPLATEK MESICNE""",960224,1007289
2438,1962,77,"""POPLATEK MESICNE""",960224,1007289
2439,10478,70,"""POPLATEK TYDNE""",960224,1007289
2440,5692,66,"""POPLATEK MESICNE""",960225,1007289
2441,1265,49,"""POPLATEK MESICNE""",960225,1007289
2442,167,29,"""POPLATEK TYDNE""",960226,1007289
2443,2187,9,"""POPLATEK TYDNE""",960226,1007289
2444,3079,18,"""POPLATEK MESICNE""",960226,1007289
2445,3286,8,"""POPLATEK MESICNE""",960226,1007289
2446,230,1,"""POPLATEK MESICNE""",960226,1007289
2447,3193,74,"""POPLATEK MESICNE""",960227,1007289
2448,5593,15,"""POPLATEK MESICNE""",960227,1007289
2449,4088,45,"""POPLATEK MESICNE""",960301,1007289
2450,3409,23,"""POPLATEK MESICNE""",960301,1007289
2451,1216,77,"""POPLATEK MESICNE""",960301,1007289
2452,2491,76,"""POPLATEK MESICNE""",960301,1007289
2453,2498,40,"""POPLATEK MESICNE""",960301,1007289
2454,3366,68,"""POPLATEK MESICNE""",960302,1007289
2455,936,7,"""POPLATEK MESICNE""",960302,1007289
2456,856,2,"""POPLATEK MESICNE""",960303,1007289
2457,718,1,"""POPLATEK MESICNE""",960303,1007289
2458,3698,1,"""POPLATEK MESICNE""",960303,1007276
2459,3462,51,"""POPLATEK MESICNE""",960304,1007289
2460,3881,21,"""POPLATEK MESICNE""",960304,1007289
2461,3709,74,"""POPLATEK MESICNE""",960305,1007289
2462,1349,75,"""POPLATEK MESICNE""",960305,1007289
2463,1886,32,"""POPLATEK MESICNE""",960305,1007289
2464,1897,61,"""POPLATEK PO OBRATU""",960305,1007289
2465,1564,48,"""POPLATEK MESICNE""",960305,1007289
2466,2062,70,"""POPLATEK MESICNE""",960306,1007289
2467,141,38,"""POPLATEK MESICNE""",960306,1007289
2468,1763,73,"""POPLATEK MESICNE""",960306,1007289
2469,2611,1,"""POPLATEK MESICNE""",960306,1007289
2470,825,19,"""POPLATEK MESICNE""",960306,1007289
2471,3943,71,"""POPLATEK MESICNE""",960306,1007289
2472,9422,70,"""POPLATEK MESICNE""",960306,1007289
2473,1606,23,"""POPLATEK MESICNE""",960307,1007289
2474,3263,44,"""POPLATEK MESICNE""",960307,1007180
2475,2289,1,"""POPLATEK MESICNE""",960307,1007289
2476,3121,46,"""POPLATEK MESICNE""",960308,1007289
2477,3088,18,"""POPLATEK MESICNE""",960308,1007289
2478,3952,26,"""POPLATEK MESICNE""",960308,1007289
2479,3974,55,"""POPLATEK MESICNE""",960308,1007289
2480,3502,74,"""POPLATEK MESICNE""",960308,1007289
2481,3351,70,"""POPLATEK MESICNE""",960308,1007289
2482,2105,70,"""POPLATEK MESICNE""",960309,1007289
2483,3144,67,"""POPLATEK MESICNE""",960309,1007289
2484,846,72,"""POPLATEK MESICNE""",960309,1007289
2485,357,20,"""POPLATEK MESICNE""",960310,1007289
2486,103,44,"""POPLATEK MESICNE""",960310,1007289
2487,3118,48,"""POPLATEK MESICNE""",960310,1007289
2488,4361,69,"""POPLATEK MESICNE""",960311,1007289
2489,1722,32,"""POPLATEK MESICNE""",960311,1007289
2490,4273,15,"""POPLATEK MESICNE""",960311,1007271
2491,1510,33,"""POPLATEK MESICNE""",960311,1007289
2492,895,24,"""POPLATEK MESICNE""",960312,1007289
2493,840,70,"""POPLATEK MESICNE""",960312,1007289
2494,2263,36,"""POPLATEK MESICNE""",960312,1007289
2495,356,70,"""POPLATEK MESICNE""",960312,1007289
2496,4863,5,"""POPLATEK MESICNE""",960312,1007289
2497,3455,34,"""POPLATEK MESICNE""",960313,1007289
2498,4092,74,"""POPLATEK MESICNE""",960313,1007289
2499,10807,34,"""POPLATEK MESICNE""",960313,1007289
2500,2598,1,"""POPLATEK MESICNE""",960314,1007289
2501,2633,25,"""POPLATEK MESICNE""",960314,1007289
2502,1800,51,"""POPLATEK MESICNE""",960314,1007289
2503,1698,68,"""POPLATEK MESICNE""",960314,1007289
2504,3994,15,"""POPLATEK MESICNE""",960314,1007289
2505,1365,42,"""POPLATEK MESICNE""",960315,1007289
2506,666,27,"""POPLATEK MESICNE""",960315,1007289
2507,9242,57,"""POPLATEK MESICNE""",960315,1007289
2508,4346,25,"""POPLATEK MESICNE""",960315,1007289
2509,3296,67,"""POPLATEK MESICNE""",960315,1007289
2510,2864,54,"""POPLATEK MESICNE""",960316,1007289
2511,1980,49,"""POPLATEK MESICNE""",960316,1007289
2512,1445,60,"""POPLATEK MESICNE""",960316,1007289
2513,821,60,"""POPLATEK MESICNE""",960316,1007289
2514,5591,9,"""POPLATEK MESICNE""",960316,1007289
2515,236,72,"""POPLATEK MESICNE""",960316,1007259
2516,210,48,"""POPLATEK MESICNE""",960317,1007289
2517,3795,36,"""POPLATEK MESICNE""",960318,1007289
2518,865,17,"""POPLATEK MESICNE""",960318,1007289
2519,739,66,"""POPLATEK MESICNE""",960318,1007289
2520,3672,26,"""POPLATEK MESICNE""",960319,1007289
2521,2334,50,"""POPLATEK MESICNE""",960319,1007289
2522,1028,23,"""POPLATEK MESICNE""",960319,1007063
2523,468,49,"""POPLATEK MESICNE""",960319,1007289
2524,853,1,"""POPLATEK MESICNE""",960320,1007289
2525,525,70,"""POPLATEK MESICNE""",960320,1007289
2526,3322,65,"""POPLATEK TYDNE""",960320,1007289
2527,2033,71,"""POPLATEK MESICNE""",960320,1007289
2528,3130,13,"""POPLATEK MESICNE""",960320,1007289
2529,2904,13,"""POPLATEK MESICNE""",960320,1007289
2530,1014,74,"""POPLATEK MESICNE""",960320,1007289
2531,116,8,"""POPLATEK MESICNE""",960321,1007289
2532,10436,60,"""POPLATEK MESICNE""",960321,1007289
2533,4214,1,"""POPLATEK MESICNE""",960321,1007289
2534,824,32,"""POPLATEK MESICNE""",960321,1007289
2535,3743,1,"""POPLATEK MESICNE""",960322,1007289
2536,2192,59,"""POPLATEK MESICNE""",960322,1007289
2537,2406,5,"""POPLATEK MESICNE""",960322,1007289
2538,2889,8,"""POPLATEK MESICNE""",960323,1007289
2539,1369,32,"""POPLATEK MESICNE""",960323,1007289
2540,2767,54,"""POPLATEK MESICNE""",960323,1007289
2541,4008,27,"""POPLATEK MESICNE""",960323,1007266
2542,874,56,"""POPLATEK TYDNE""",960323,1007289
2543,3815,1,"""POPLATEK MESICNE""",960324,1007267
2544,3605,3,"""POPLATEK MESICNE""",960324,1007289
2545,3138,37,"""POPLATEK MESICNE""",960324,1007271
2546,2578,54,"""POPLATEK MESICNE""",960325,1007289
2547,2708,1,"""POPLATEK MESICNE""",960325,1007289
2548,631,68,"""POPLATEK MESICNE""",960325,1007289
2549,1170,25,"""POPLATEK MESICNE""",960326,1007289
2550,2650,72,"""POPLATEK MESICNE""",960326,1007289
2551,7890,23,"""POPLATEK MESICNE""",960326,1007289
2552,3219,1,"""POPLATEK MESICNE""",960326,1007289
2553,3115,14,"""POPLATEK MESICNE""",960327,1007289
2554,208,54,"""POPLATEK MESICNE""",960327,1007289
2555,286,71,"""POPLATEK MESICNE""",960327,1007289
2556,898,71,"""POPLATEK MESICNE""",960327,1007289
2557,2936,3,"""POPLATEK MESICNE""",960327,1007289
2558,3422,21,"""POPLATEK MESICNE""",960328,1007289
2559,10049,17,"""POPLATEK MESICNE""",960328,1007289
2560,1250,62,"""POPLATEK MESICNE""",960328,1007289
2561,1384,74,"""POPLATEK TYDNE""",960328,1007289
2562,2624,31,"""POPLATEK MESICNE""",960328,1007289
2563,3349,47,"""POPLATEK MESICNE""",960328,1007289
2564,1351,40,"""POPLATEK MESICNE""",960329,1007289
2565,2631,1,"""POPLATEK MESICNE""",960329,1007289
2566,7520,9,"""POPLATEK MESICNE""",960329,1007289
2567,10065,76,"""POPLATEK MESICNE""",960330,1007289
2568,708,26,"""POPLATEK MESICNE""",960330,1007173
2569,3917,1,"""POPLATEK MESICNE""",960330,1007289
2570,514,70,"""POPLATEK MESICNE""",960330,1007289
2571,2659,14,"""POPLATEK MESICNE""",960330,1007289
2572,3265,52,"""POPLATEK PO OBRATU""",960330,1007289
2573,1832,70,"""POPLATEK MESICNE""",960401,1007289
2574,7565,59,"""POPLATEK MESICNE""",960402,1007289
2575,3308,40,"""POPLATEK MESICNE""",960402,1007289
2576,1932,35,"""POPLATEK MESICNE""",960403,1007289
2577,1521,74,"""POPLATEK MESICNE""",960404,1007289
2578,2909,58,"""POPLATEK MESICNE""",960404,1007289
2579,3706,8,"""POPLATEK MESICNE""",960404,1007289
2580,1847,47,"""POPLATEK MESICNE""",960404,1007289
2581,2335,70,"""POPLATEK MESICNE""",960404,1007289
2582,3041,70,"""POPLATEK MESICNE""",960404,1007289
2583,3116,54,"""POPLATEK MESICNE""",960405,1007289
2584,251,74,"""POPLATEK MESICNE""",960406,1007289
2585,3632,56,"""POPLATEK TYDNE""",960406,1007289
2586,2929,51,"""POPLATEK MESICNE""",960406,1007289
2587,10345,36,"""POPLATEK MESICNE""",960407,1007289
2588,1450,63,"""POPLATEK MESICNE""",960407,1007289
2589,1461,73,"""POPLATEK MESICNE""",960407,1007289
2590,1920,40,"""POPLATEK MESICNE""",960408,1007289
2591,734,5,"""POPLATEK MESICNE""",960408,1007289
2592,8085,73,"""POPLATEK MESICNE""",960408,1007289
